node_id,node_index,has_upstream,mean_delta_macro_nse,seed_42_delta_macro_nse,seed_43_delta_macro_nse,seed_44_delta_macro_nse,seed_45_delta_macro_nse,seed_46_delta_macro_nse
40509234,169,False,0.0,0.0,0.0,0.0,0.0,0.0
40509515,170,False,0.0,0.0,0.0,0.0,0.0,0.0
40511745,171,True,0.5957175880670548,0.48527848720550537,-0.17015675455331802,0.0736599862575531,0.9630319103598595,1.6267743110656738
40512835,172,False,0.0,0.0,0.0,0.0,0.0,0.0
40514604,173,False,0.0,0.0,0.0,0.0,0.0,0.0
40516205,174,True,0.05963275879621506,0.06548605859279633,-0.0032538175582885742,0.07480692863464355,0.04261060059070587,0.11851402372121811
40516616,175,False,0.0,0.0,0.0,0.0,0.0,0.0
40517112,176,False,0.0,0.0,0.0,0.0,0.0,0.0
40517418,177,False,0.0,0.0,0.0,0.0,0.0,0.0
40518129,178,False,0.0,0.0,0.0,0.0,0.0,0.0
40519503,179,False,0.0,0.0,0.0,0.0,0.0,0.0
40519674,180,False,0.0,0.0,0.0,0.0,0.0,0.0
40520008,181,True,0.06280831955373287,-0.0017642676830291748,0.10913220979273319,0.029480308294296265,0.16402820870280266,0.01316513866186142
40520150,182,True,-0.01018722476437688,-0.0005842652171850204,-0.0060465335845947266,-0.0016962885856628418,0.004822016227990389,-0.047431052662432194
40520313,183,True,0.047138251923024656,0.025555450469255447,0.0547404857352376,-0.02482787799090147,0.2459701346233487,-0.06574693322181702
40522196,184,True,0.0045867420732975004,-0.0012203827500343323,0.008014500141143799,0.014273051172494888,-0.0005211010575294495,0.0023876428604125977
40523037,185,False,0.0,0.0,0.0,0.0,0.0,0.0
40523428,186,False,0.0,0.0,0.0,0.0,0.0,0.0
40523567,187,True,0.01628027856349945,0.022410988807678223,0.022602200508117676,0.018838107585906982,-0.0011776238679885864,0.01872771978378296
40523568,188,False,0.0,0.0,0.0,0.0,0.0,0.0
40524453,189,False,0.0,0.0,0.0,0.0,0.0,0.0
40524457,190,True,-0.010435748100280761,1.1394602060317993,-0.6425804495811462,-0.619300365447998,-0.33035415410995483,0.400596022605896
40524595,191,False,0.0,0.0,0.0,0.0,0.0,0.0
40525325,192,False,0.0,0.0,0.0,0.0,0.0,0.0
40526300,193,True,-0.0072183999523986134,0.01656947535229847,-0.03295989832258783,-0.006088119000196457,0.00035407114773988724,-0.013967528939247131
40526722,194,True,-0.01478988528251648,-0.0033659934997558594,-0.012939602136611938,-0.06051082909107208,-0.015541039407253265,0.01840803772211075
40527013,195,True,0.00853181655984372,0.017094512470066547,-0.010100066661834717,0.019879916682839394,0.007624228484928608,0.008160491823218763
40527430,196,False,0.0,0.0,0.0,0.0,0.0,0.0
40527431,197,True,-0.20082648061215877,0.019694283604621887,0.023156842216849327,-1.1079882979393005,0.021232862025499344,0.0397719070315361
40528837,198,False,0.0,0.0,0.0,0.0,0.0,0.0
40528842,199,False,0.0,0.0,0.0,0.0,0.0,0.0
40529220,200,True,0.010535169392824173,0.02074487879872322,0.009560566395521164,0.005935750901699066,0.009414952248334885,0.007019698619842529
40529618,201,True,-0.0033387660980224608,-0.009137824177742004,-0.0004109889268875122,-0.00745120644569397,0.011721789836883545,-0.011415600776672363
40529637,202,False,0.0,0.0,0.0,0.0,0.0,0.0
40530673,203,True,0.01220642626285553,0.007603004574775696,0.0006231069564819336,0.004639476537704468,0.024236634373664856,0.023929908871650696
40531963,204,True,0.01281099021434784,0.00965571403503418,-0.0016142427921295166,0.01991674304008484,0.02090458571910858,0.015192151069641113
40531966,205,False,0.0,0.0,0.0,0.0,0.0,0.0
40532109,206,True,0.025221596658229827,0.011483708396553993,0.028114475309848785,0.05600772425532341,0.007171193137764931,0.02333088219165802
40532239,207,True,0.007532004499807954,0.004781046882271767,0.027637322433292866,-0.012057799845933914,0.01310827280394733,0.004191180225461721
40534403,208,False,0.0,0.0,0.0,0.0,0.0,0.0
40534693,209,False,0.0,0.0,0.0,0.0,0.0,0.0
40534700,210,False,0.0,0.0,0.0,0.0,0.0,0.0
40534809,211,True,0.01972055733203888,0.03681761026382446,-0.012693554162979126,0.00810551643371582,0.031313419342041016,0.035059794783592224
40535190,212,True,0.01179887056350708,-0.029814869165420532,-0.005047351121902466,0.02385503053665161,-0.004105091094970703,0.07410663366317749
40535328,213,True,-0.0057724714279174805,-0.003685683012008667,0.008647680282592773,-0.002979844808578491,-0.012598365545272827,-0.01824614405632019
40535329,214,True,0.007404708489775658,0.025929506868124008,-0.007234353572130203,0.003190893679857254,0.0013752002269029617,0.013762295246124268
40535756,215,True,0.1069067507982254,-0.02767258882522583,0.0561513751745224,0.0019713640213012695,0.26946359872817993,0.23462000489234924
40536069,216,True,0.0035968899726867678,0.006257355213165283,0.020111918449401855,0.005472093820571899,0.0024813413619995117,-0.016338258981704712
40536070,217,True,0.012332228757441045,0.028740504756569862,0.001251954585313797,-0.0007119374349713326,0.009249430149793625,0.023131191730499268
40536071,218,False,0.0,0.0,0.0,0.0,0.0,0.0
40536486,219,True,0.06308454871177674,-0.005789831280708313,-0.01230207085609436,0.005323663353919983,0.1630932092666626,0.16509777307510376
40536611,220,False,0.0,0.0,0.0,0.0,0.0,0.0
40536752,221,True,-0.004934040457010269,-0.03416730836033821,-0.009122394025325775,0.025170087814331055,-0.011850357055664062,0.005299769341945648
40537280,222,True,0.003254568576812744,0.007941484451293945,0.020081430673599243,-0.01178431510925293,0.0019879937171936035,-0.0019537508487701416
40537695,223,False,0.0,0.0,0.0,0.0,0.0,0.0
40537697,224,False,0.0,0.0,0.0,0.0,0.0,0.0
40539039,225,True,0.015807372331619263,0.018574684858322144,0.005615696310997009,0.01904556155204773,0.02355051040649414,0.01225040853023529
40540492,226,False,0.0,0.0,0.0,0.0,0.0,0.0
40541960,227,False,0.0,0.0,0.0,0.0,0.0,0.0
40544224,228,True,0.025946030020713808,0.005742684006690979,0.0017806291580200195,0.019620761275291443,0.03930473327636719,0.0632813423871994
40544908,229,False,0.0,0.0,0.0,0.0,0.0,0.0
40545186,230,True,0.2707235634326935,0.2284376621246338,-0.0288851261138916,0.09811672568321228,0.5856556296348572,0.47029292583465576
40545966,231,False,0.0,0.0,0.0,0.0,0.0,0.0
40546088,232,True,0.09967641234397888,0.08292275667190552,0.13128149509429932,0.14769425988197327,0.06796625256538391,0.0685172975063324
40547123,233,False,0.0,0.0,0.0,0.0,0.0,0.0
40547386,234,False,0.0,0.0,0.0,0.0,0.0,0.0
40547394,235,False,0.0,0.0,0.0,0.0,0.0,0.0
40547860,236,True,0.02870234251022339,-0.10159461200237274,0.051248930394649506,0.03339197114109993,0.030013926327228546,0.1304514966905117
40547861,237,False,0.0,0.0,0.0,0.0,0.0,0.0
